second,habit,conc,dNdd,LWC,IWC,w,pres,alt,temp
2022-07-30 17:15:17,CP,0.0008720046606011001,8.720046606011675e-05,0.7981564800000001,0.421003565,8.6765005,461.83426,6521.477849999999,261.805755
2022-07-30 17:15:18,CP,0.0043757973722995,0.00043757973722991016,0.6035523392857144,0.4405256657142857,7.611571785714287,461.8923114285714,6521.256128571428,261.71425999999997
2022-07-30 17:15:19,CP,0.0048006375260801004,0.00048006375260802915,0.45134977851851854,0.46914648666666664,5.756981194444444,461.875508888889,6520.822987037038,261.64047074074074
2022-07-30 17:15:20,CP,0.007414277827522,0.0007414277827522782,0.49887202027777783,0.34793282458333336,6.433486111111112,462.23202259259256,6520.235592592592,261.681032962963
2022-07-30 17:15:21,CP,0.0114896686733311,0.0011489668673329968,0.6961132890277777,0.3325433211018518,6.157126103981483,462.4763296666667,6519.425867592594,261.68456699074073
2022-07-30 17:15:22,CP,0.0118713792755513,0.0011871379275550653,0.3694481327380953,0.26780267404761904,0.9261717406746031,462.2583083333334,6517.159099007938,261.6663957738095
2022-07-30 17:15:23,CP,0.0159195646667965,0.0015919564666795351,0.17855843413543954,0.22531743497527473,-3.1648222527472525,462.0387565604396,6514.311219056777,261.72100199725276
2022-07-30 17:15:24,CP,0.013253752821225399,0.0013253752821226529,0.16549996601410935,0.29076327979982364,-1.0825517857142857,462.29191968783067,6512.800050343915,261.9204948928571
2022-07-30 17:15:25,CP,0.021483417991610403,0.0021483417991607495,0.08594458049603465,0.6206684196284648,2.519254583437748,462.64010865109185,6511.951671507019,262.03408222023
2022-07-30 17:15:26,CP,0.032336719576788193,0.0032336719576784713,0.05387136253857007,0.5508781711042431,2.184645905885112,462.6635440859668,6510.654615279949,261.96939443516436
2022-07-30 17:15:27,CP,0.031442363540483305,0.003144236354047719,0.036480590598318305,0.6348388240134359,-0.38822815272381134,462.6244308025969,6508.140562631785,261.848156884047
2022-07-30 17:15:28,CP,0.0319278784666954,0.00319278784666908,0.06547408139894444,0.5879150827579347,0.15297134650027125,462.780150686356,6506.5423051747375,261.8391896656134
2022-07-30 17:15:29,CP,0.0287532383138612,0.0028753238313857198,0.08471283177053568,0.5330956957142247,0.8840677291096425,462.87625737403425,6505.564072311761,262.0167275240449
2022-07-30 17:15:30,CP,0.018948732530674202,0.0018948732530673776,0.09227415479658624,0.41237009966249993,0.2047042400625,462.84021135263174,6504.840411618422,262.2369988138158
2022-07-30 17:15:31,CP,0.008052276212165602,0.0008052276212167225,0.10165234170440916,0.24351199104232804,-0.45694285714285715,462.9047891005292,6503.512980952381,262.3677035414462
2022-07-30 17:15:32,CP,0.0053570966567233,0.0005357096656724072,0.04362028203801587,0.16215274492592593,-0.3969571428571428,463.0674217142857,6502.658649999999,262.3120807857142
